"Date","Open","High","Low","Close"
"31 Dec 2021","7297.1","7375.3","7287.55","7348.80"
"30 Dec 2021","7349.1","7365.4","7252.1","7272.45"
"29 Dec 2021","7388.9","7419.15","7341.65","7371.60"
"28 Dec 2021","7350.1","7402.35","7339.65","7389.35"
"27 Dec 2021","7258.3","7317.95","7206.2","7308.70"
"24 Dec 2021","7374.7","7379.55","7246","7294.40"
"23 Dec 2021","7349.4","7379.1","7316","7362.55"
"22 Dec 2021","7213.5","7306.25","7175.1","7279.60"
"21 Dec 2021","7133.95","7260.55","7107.8","7173.05"
"20 Dec 2021","7275.65","7279.95","7067.9","7113.80"
"17 Dec 2021","7541.35","7554.6","7348.9","7381.25"
"16 Dec 2021","7623.95","7626.65","7540.6","7570.85"
"15 Dec 2021","7608.9","7632.75","7539.05","7551.70"
"14 Dec 2021","7541.65","7622.35","7524.9","7612.95"
"13 Dec 2021","7759.65","7764.75","7555.85","7584.15"
"10 Dec 2021","7596.85","7701.35","7593.45","7689.55"
"09 Dec 2021","7609.45","7653.65","7561.6","7637.90"
"08 Dec 2021","7540.55","7609.1","7533.75","7559.45"
"07 Dec 2021","7421.25","7498.85","7403.65","7469.90"
"06 Dec 2021","7498.7","7503.75","7336.3","7362.05"
"03 Dec 2021","7592.55","7617.8","7465.1","7482.60"
"02 Dec 2021","7463.7","7572.5","7459.5","7562.05"
"01 Dec 2021","7446","7473.9","7402.65","7459.75"
"30 Nov 2021","7418","7561.55","7354.2","7390.10"
"29 Nov 2021","7447.85","7509.95","7336.75","7406.30"
"26 Nov 2021","7648.45","7675.05","7454.9","7478.70"
"25 Nov 2021","7644.6","7768.65","7593.3","7748.75"
"24 Nov 2021","7601.85","7686.6","7582.3","7606.40"
"23 Nov 2021","7422.5","7588.65","7400.55","7570.45"
"22 Nov 2021","7687.4","7705.25","7454.65","7493.80"
"18 Nov 2021","7799.95","7810.95","7721.55","7753.80"
"17 Nov 2021","7888.8","7894.6","7789","7808.55"
"16 Nov 2021","8033.7","8044.05","7891.2","7924.15"
"15 Nov 2021","8066.15","8106.55","8017.7","8033.65"
"12 Nov 2021","8011.45","8050.95","7982.4","8029.00"
"11 Nov 2021","7979.3","8008.5","7952.35","7972.95"
"10 Nov 2021","7963","8041.55","7943.05","8023.00"
"09 Nov 2021","7931.9","7974","7904.6","7963.00"
"08 Nov 2021","7796.5","7908.2","7738.05","7897.20"
"04 Nov 2021","7756.3","7770.25","7745.8","7758.35"
"03 Nov 2021","7727.7","7794.25","7676.1","7716.95"
"02 Nov 2021","7810.35","7816.55","7715.65","7720.50"
"01 Nov 2021","7736.85","7799.7","7688.75","7783.80"
"29 Oct 2021","7711.55","7797.7","7645.25","7704.30"
"28 Oct 2021","7871.1","7927.45","7731.25","7755.30"
"27 Oct 2021","7989.55","8026.75","7910.1","7926.70"
"26 Oct 2021","7915.4","7999.95","7893.95","7988.05"
"25 Oct 2021","8008.95","8014.65","7812.8","7891.05"
"22 Oct 2021","7986","8013.15","7890.85","7928.10"
"21 Oct 2021","8078.25","8084","7920.6","7959.55"
"20 Oct 2021","8143.85","8147.35","7959.65","7995.90"
"19 Oct 2021","8260.05","8266.6","8111.7","8129.85"
